date,district,crop_type,temperature_c,humidity_pct,rainfall_mm,evapotranspiration_mm,canal_flow_cusecs,soil_moisture_pct,sensor_fault_type,was_imputed,month,day_of_year,irrigation_recommendation_mm
2023-02-18,Khairpur,rice,23.64,47.01,0.93,3.68,405.8,24.27,none,0,2,49,14.1
2023-02-19,Khairpur,wheat,24.26,45.69,0.38,3.66,383.5,22.01,none,0,2,50,16.3
2023-02-20,Khairpur,sugarcane,22.27,46.91,0.79,2.59,438.9,26.43,none,0,2,51,10.8
2023-02-21,Khairpur,wheat,23.9,42.81,0.56,3.66,393.0,23.48,none,0,2,52,14.9
2023-02-22,Khairpur,sugarcane,22.42,45.04,2.63,3.09,424.3,22.24,none,0,2,53,14.5
2023-02-23,Khairpur,wheat,24.52,44.71,0.76,3.76,406.3,26.15,none,0,2,54,12.6
2023-02-24,Khairpur,rice,27.17,44.23,3.92,2.78,391.1,25.27,none,0,2,55,10.8
2023-02-25,Khairpur,sugarcane,25.39,46.92,5.22,4.16,392.1,33.37,none,0,2,56,4.8
2023-02-26,Khairpur,maize,22.38,44.73,4.3,2.23,385.9,24.14,none,0,2,57,11.0
2023-02-27,Khairpur,rice,25.08,46.32,0.08,3.74,383.3,20.65,none,0,2,58,17.7
2023-02-28,Khairpur,cotton,25.47,44.59,1.66,2.95,354.3,25.44,none,0,2,59,11.8
2023-03-01,Khairpur,rice,26.31,37.57,0.73,3.59,404.2,26.34,none,0,3,60,12.2
2023-03-02,Khairpur,maize,24.6,43.26,1.14,4.15,370.1,22.47,none,0,3,61,16.2
2023-03-03,Khairpur,wheat,24.78,45.26,1.41,4.43,438.6,22.47,missing_sensor,1,3,62,16.5
2023-03-04,Khairpur,wheat,24.94,53.61,1.93,2.8,379.8,24.89,none,0,3,63,12.0
2023-03-05,Khairpur,cotton,26.73,43.52,1.96,3.91,391.1,29.68,none,0,3,64,9.1
2023-03-06,Khairpur,wheat,23.79,48.29,1.0,3.47,388.9,24.13,none,0,3,65,13.9
2023-03-07,Khairpur,sugarcane,28.02,37.75,0.87,4.65,364.2,22.86,none,0,3,66,16.6
2023-03-08,Khairpur,wheat,27.15,46.73,5.1,4.35,369.3,25.2,time_skew,0,3,67,12.4
2023-03-09,Khairpur,rice,27.95,47.52,0.24,3.36,447.5,24.62,none,0,3,68,13.6
2023-03-10,Khairpur,maize,27.9,42.17,0.58,4.04,433.8,26.89,none,0,3,69,12.3
2023-03-11,Khairpur,maize,23.65,41.1,2.23,3.4,360.6,22.8,none,0,3,70,14.5
2023-03-12,Khairpur,maize,29.11,41.3,2.24,3.55,361.0,25.22,none,0,3,71,12.5
2023-03-13,Khairpur,wheat,25.67,47.24,0.75,3.49,389.2,26.16,none,0,3,72,12.2
2023-03-14,Khairpur,sugarcane,26.84,47.53,0.73,3.59,349.6,22.67,none,0,3,73,15.5
2023-03-15,Khairpur,cotton,28.21,47.98,0.81,4.25,360.1,24.86,none,0,3,74,14.3
2023-03-16,Khairpur,rice,26.17,49.6,0.79,3.35,426.5,28.34,none,0,3,75,10.0
2023-03-17,Khairpur,wheat,26.37,38.39,0.25,4.66,371.3,22.68,none,0,3,76,17.0
2023-03-18,Khairpur,sugarcane,29.91,32.42,2.48,5.05,408.5,21.06,none,0,3,77,18.1
2023-03-19,Khairpur,cotton,27.55,35.07,0.21,4.8,427.6,23.84,none,0,3,78,16.2
2023-03-20,Khairpur,wheat,30.99,40.53,0.8,5.27,394.9,17.54,none,0,3,79,22.2
2023-03-21,Khairpur,rice,29.26,38.8,0.71,3.31,367.6,26.32,none,0,3,80,11.8
2023-03-22,Khairpur,sugarcane,28.4,43.49,2.74,4.52,407.7,22.57,none,0,3,81,16.0
2023-03-23,Khairpur,cotton,31.35,46.07,1.67,4.89,334.8,16.28,none,0,3,82,22.5
2023-03-24,Khairpur,maize,27.35,49.61,0.69,4.43,351.9,21.51,none,0,3,83,17.6
2023-03-25,Khairpur,wheat,28.09,47.67,1.51,2.65,381.1,29.85,none,0,3,84,7.5
2023-03-26,Khairpur,sugarcane,29.21,40.27,0.07,4.93,345.9,17.15,none,0,3,85,22.5
2023-03-27,Khairpur,wheat,30.9,46.89,0.04,3.65,371.3,30.33,none,0,3,86,8.9
2023-03-28,Khairpur,cotton,29.5,46.36,1.27,4.43,368.6,23.37,none,0,3,87,15.7
2023-03-29,Khairpur,maize,30.67,42.85,1.57,5.21,349.9,21.6,none,0,3,88,18.2
2023-03-30,Khairpur,wheat,29.53,36.32,0.15,3.96,403.3,29.48,none,0,3,89,10.1
2023-03-31,Khairpur,maize,31.5,37.9,4.27,4.9,371.9,21.09,none,0,3,90,17.2
2023-04-01,Khairpur,maize,31.6,41.7,1.3,5.06,389.0,23.53,none,0,4,91,16.4
2023-04-02,Khairpur,sugarcane,32.6,44.55,1.04,5.71,359.7,21.57,none,0,4,92,19.1
2023-04-03,Khairpur,wheat,31.35,43.31,2.54,4.3,403.1,25.73,none,0,4,93,12.9
2023-04-04,Khairpur,wheat,32.59,38.67,3.27,4.74,399.1,20.65,none,0,4,94,17.8
2023-04-05,Khairpur,cotton,34.38,35.99,2.2,5.26,367.5,19.95,none,0,4,95,19.5
2023-04-06,Khairpur,wheat,30.91,43.04,0.88,4.5,396.4,17.63,none,0,4,96,21.1
2023-04-07,Khairpur,rice,33.36,41.57,0.25,4.29,402.9,23.39,none,0,4,97,15.9
2023-04-08,Khairpur,cotton,32.2,38.16,0.68,5.79,370.9,20.12,none,0,4,98,20.6
2023-04-09,Khairpur,cotton,32.33,42.77,3.44,5.17,359.0,21.69,none,0,4,99,17.3
2023-04-10,Khairpur,sugarcane,32.67,40.8,1.54,4.04,386.1,26.13,none,0,4,100,12.6
2023-04-11,Khairpur,rice,32.66,46.07,0.29,4.04,377.8,27.42,none,0,4,101,12.0
2023-04-12,Khairpur,sugarcane,35.69,40.37,0.96,5.57,371.2,22.37,none,0,4,102,18.2
2023-04-13,Khairpur,rice,34.49,50.73,1.93,4.41,377.6,22.98,none,0,4,103,15.8
2023-04-14,Khairpur,maize,32.1,46.41,0.21,3.95,371.1,27.03,none,0,4,104,12.2
2023-04-15,Khairpur,wheat,32.32,38.84,0.15,4.7,407.7,16.59,none,0,4,105,22.6
2023-04-16,Khairpur,cotton,35.36,45.61,0.26,4.86,333.2,23.0,none,0,4,106,17.0
2023-04-17,Khairpur,sugarcane,34.04,41.52,0.28,5.06,406.1,23.0,missing_sensor,1,4,107,17.3
2023-04-18,Khairpur,maize,32.32,47.25,0.0,4.64,395.9,21.4,none,0,4,108,18.3
2023-04-19,Khairpur,sugarcane,33.02,47.9,3.8,5.2,413.1,25.93,none,0,4,109,13.4
2023-04-20,Khairpur,wheat,36.78,40.01,1.95,5.26,404.2,19.4,none,0,4,110,20.1
2023-04-21,Khairpur,sugarcane,36.21,40.82,0.19,6.1,413.3,25.77,none,0,4,111,16.2
2023-04-22,Khairpur,sugarcane,35.01,44.74,0.58,4.49,417.3,19.24,none,0,4,112,19.8
2023-04-23,Khairpur,maize,34.9,45.23,0.06,4.8,378.9,21.63,none,0,4,113,18.3
2023-04-24,Khairpur,wheat,35.08,39.23,1.17,4.52,401.5,26.26,none,0,4,114,13.3
2023-04-25,Khairpur,wheat,37.19,43.52,0.02,5.91,427.1,20.03,none,0,4,115,21.1
2023-04-26,Khairpur,sugarcane,37.05,45.99,1.14,5.99,433.7,21.91,none,0,4,116,19.1
2023-04-27,Khairpur,wheat,37.19,41.41,0.49,5.05,397.9,17.76,none,0,4,117,21.9
2023-04-28,Khairpur,sugarcane,38.83,43.47,4.04,5.46,384.1,21.35,none,0,4,118,17.8
2023-04-29,Khairpur,sugarcane,38.04,41.66,2.11,6.24,361.0,21.13,none,0,4,119,19.8
2023-04-30,Khairpur,cotton,34.33,36.0,1.64,5.36,404.1,22.3,none,0,4,120,17.7
2023-05-01,Khairpur,rice,37.96,45.22,2.22,5.73,374.8,20.3,none,0,5,121,19.8
2023-05-02,Khairpur,cotton,37.22,46.06,0.5,5.65,365.1,18.79,none,0,5,122,21.7
2023-05-03,Khairpur,rice,36.64,41.13,0.65,5.77,376.2,22.14,none,0,5,123,18.8
2023-05-04,Khairpur,maize,40.17,43.97,0.91,5.48,439.7,30.64,none,0,5,124,10.7
2023-05-05,Khairpur,wheat,40.06,40.42,2.09,5.86,426.9,18.58,none,0,5,125,21.6
2023-05-06,Khairpur,cotton,37.99,44.63,1.9,5.87,451.6,25.68,none,0,5,126,15.2
2023-05-07,Khairpur,wheat,38.69,42.26,2.35,5.01,437.9,23.2,none,0,5,127,16.2
2023-05-08,Khairpur,wheat,37.35,43.32,2.51,5.4,420.9,18.53,none,0,5,128,20.8
2023-05-09,Khairpur,cotton,36.52,48.9,1.94,5.59,397.0,24.5,none,0,5,129,15.9
2023-05-10,Khairpur,maize,39.45,38.35,0.46,6.71,441.5,21.57,none,0,5,130,20.6
2023-05-11,Khairpur,cotton,36.65,43.94,0.97,4.79,456.2,23.3,none,0,5,131,16.4
2023-05-12,Khairpur,rice,37.46,47.9,0.29,5.83,452.8,25.85,none,0,5,132,15.7
2023-05-13,Khairpur,maize,36.53,45.19,0.12,6.02,460.3,17.6,none,0,5,133,23.4
2023-05-14,Khairpur,wheat,40.13,43.13,0.94,5.73,435.6,22.57,time_skew,0,5,134,18.3
2023-05-15,Khairpur,maize,36.91,41.9,0.9,5.97,422.6,20.39,none,0,5,135,20.6
2023-05-16,Khairpur,wheat,39.6,39.36,1.4,6.22,458.1,20.2,none,0,5,136,20.8
2023-05-17,Khairpur,wheat,38.36,45.6,3.99,5.86,420.0,22.17,none,0,5,137,17.6
2023-05-18,Khairpur,maize,40.36,46.46,4.64,6.66,463.6,25.21,none,0,5,138,15.6
2023-05-19,Khairpur,wheat,38.38,33.01,0.33,5.74,454.4,26.37,none,0,5,139,15.1
2023-05-20,Khairpur,wheat,37.55,41.08,0.64,5.48,398.3,19.76,none,0,5,140,20.6
2023-05-21,Khairpur,maize,36.56,48.03,1.87,5.06,439.5,25.08,none,0,5,141,14.8
2023-05-22,Khairpur,wheat,39.47,42.42,3.36,5.82,510.2,23.52,none,0,5,142,16.6
2023-05-23,Khairpur,cotton,37.56,44.3,0.04,4.93,478.8,25.22,none,0,5,143,15.2
2023-05-24,Khairpur,maize,40.0,40.37,3.77,5.89,449.8,20.09,none,0,5,144,19.6
2023-05-25,Khairpur,maize,37.02,39.74,0.71,6.0,468.0,23.43,none,0,5,145,17.9
2023-05-26,Khairpur,wheat,40.04,44.49,2.77,6.38,519.1,23.73,none,0,5,146,17.3
2023-05-27,Khairpur,wheat,39.38,43.06,0.78,5.5,489.6,21.86,none,0,5,147,18.7
2023-05-28,Khairpur,sugarcane,36.93,49.31,0.85,5.12,497.5,22.51,time_skew,0,5,148,17.6
2023-05-29,Khairpur,rice,39.47,51.58,0.23,6.02,484.3,22.89,none,0,5,149,18.6
2023-05-30,Khairpur,wheat,42.79,43.46,0.19,5.83,463.3,21.68,none,0,5,150,19.5
2023-05-31,Khairpur,wheat,40.28,45.05,0.47,5.91,542.1,24.33,none,0,5,151,17.1
2023-06-01,Khairpur,maize,38.1,41.29,0.26,5.52,471.4,23.87,none,0,6,152,17.1
2023-06-02,Khairpur,rice,38.36,53.01,1.48,4.6,503.1,19.54,none,0,6,153,19.3
2023-06-03,Khairpur,cotton,40.81,50.15,0.44,5.99,463.3,24.23,none,0,6,154,17.3
2023-06-04,Khairpur,sugarcane,40.62,50.61,0.01,5.04,508.8,22.76,none,0,6,155,17.6
2023-06-05,Khairpur,wheat,45.21,45.32,0.03,6.57,462.0,20.89,none,0,6,156,21.2
2023-06-06,Khairpur,cotton,40.93,47.86,1.41,5.69,486.4,27.23,none,0,6,157,13.8
2023-06-07,Khairpur,rice,42.34,41.95,2.31,5.67,505.2,28.24,none,0,6,158,12.5
2023-06-08,Khairpur,wheat,39.06,51.3,1.14,5.33,513.9,22.23,none,0,6,159,18.0
2023-06-09,Khairpur,maize,41.16,41.81,3.86,6.33,485.6,19.96,none,0,6,160,20.2
2023-06-10,Khairpur,rice,39.04,48.55,1.15,5.19,480.1,21.12,none,0,6,161,18.8
2023-06-11,Khairpur,maize,41.7,47.11,0.37,6.37,536.6,24.26,none,0,6,162,17.8
2023-06-12,Khairpur,sugarcane,40.47,48.79,0.83,6.55,529.4,24.26,stuck_sensor,1,6,163,17.9
2023-06-13,Khairpur,cotton,40.93,52.91,2.31,5.31,556.7,24.69,none,0,6,164,15.3
2023-06-14,Khairpur,wheat,42.57,46.49,0.18,6.21,551.1,20.57,none,0,6,165,21.0
2023-06-15,Khairpur,maize,40.47,49.68,2.73,5.78,482.5,20.57,stuck_sensor,1,6,166,19.4
2023-06-16,Khairpur,wheat,41.19,46.82,2.35,5.47,516.3,24.09,none,0,6,167,16.0
2023-06-17,Khairpur,wheat,40.4,48.83,0.03,5.78,486.5,24.75,none,0,6,168,16.7
2023-06-18,Khairpur,maize,40.49,45.94,7.76,6.19,497.2,22.32,none,0,6,169,16.4
2023-06-19,Khairpur,rice,42.27,48.19,0.99,5.85,471.4,22.32,missing_sensor,1,6,170,18.6
2023-06-20,Khairpur,rice,40.6,46.24,0.63,6.01,565.1,25.67,none,0,6,171,16.0
2023-06-21,Khairpur,maize,42.89,46.3,0.13,6.08,567.0,20.83,none,0,6,172,20.6
2023-06-22,Khairpur,sugarcane,39.81,49.08,1.62,6.53,557.3,23.59,none,0,6,173,18.1
2023-06-23,Khairpur,wheat,40.67,47.04,7.84,5.91,574.7,20.26,none,0,6,174,17.8
2023-06-24,Khairpur,wheat,43.28,46.88,1.02,6.13,508.0,25.93,none,0,6,175,15.7
2023-06-25,Khairpur,wheat,40.22,56.22,1.32,4.76,611.1,26.52,none,0,6,176,13.3
2023-06-26,Khairpur,wheat,42.67,49.4,1.38,5.5,562.1,28.56,none,0,6,177,12.4
2023-06-27,Khairpur,wheat,42.16,45.08,0.32,6.25,523.3,24.26,none,0,6,178,17.7
2023-06-28,Khairpur,maize,39.95,46.22,0.35,5.65,521.9,23.08,none,0,6,179,17.9
2023-06-29,Khairpur,sugarcane,41.71,53.93,6.75,5.07,582.8,26.93,none,0,6,180,11.2
2023-06-30,Khairpur,maize,39.48,54.48,0.22,5.01,539.7,24.9,time_skew,0,6,181,15.5
2023-07-01,Khairpur,wheat,41.8,56.72,6.14,5.49,528.3,25.22,none,0,7,182,13.5
2023-07-02,Khairpur,cotton,42.34,56.48,23.6,5.39,549.1,29.73,none,0,7,183,2.3
2023-07-03,Khairpur,maize,43.33,53.05,0.86,5.87,555.4,21.41,none,0,7,184,19.5
2023-07-04,Khairpur,wheat,40.33,50.47,4.43,6.02,583.2,28.06,none,0,7,185,12.3
2023-07-05,Khairpur,sugarcane,40.22,55.22,0.9,6.04,590.2,23.52,none,0,7,186,17.8
2023-07-06,Khairpur,maize,38.9,49.9,1.0,5.7,584.5,23.67,none,0,7,187,17.2
2023-07-07,Khairpur,wheat,41.19,53.53,15.88,5.08,613.9,28.63,none,0,7,188,6.0
2023-07-08,Khairpur,wheat,41.96,56.66,1.14,5.05,565.3,22.48,none,0,7,189,17.4
2023-07-09,Khairpur,maize,39.17,53.43,0.32,5.18,571.3,23.16,none,0,7,190,17.3
2023-07-10,Khairpur,wheat,41.18,50.24,4.7,5.47,582.7,28.36,none,0,7,191,11.2
2023-07-11,Khairpur,cotton,42.54,52.07,2.31,5.76,596.1,29.37,none,0,7,192,11.6
2023-07-12,Khairpur,maize,40.05,56.58,5.57,5.17,629.8,34.92,none,0,7,193,4.6
2023-07-13,Khairpur,sugarcane,37.9,58.66,11.75,5.11,609.6,36.17,none,0,7,194,0.9
2023-07-14,Khairpur,rice,40.86,61.06,11.02,4.85,560.6,23.46,none,0,7,195,12.3
2023-07-15,Khairpur,maize,38.19,48.85,11.22,5.48,551.9,28.28,none,0,7,196,8.7
2023-07-16,Khairpur,wheat,38.63,50.82,4.53,6.17,655.3,24.17,none,0,7,197,16.0
2023-07-17,Khairpur,rice,39.93,54.73,4.2,4.91,601.0,23.57,none,0,7,198,15.0
2023-07-18,Khairpur,wheat,38.9,53.08,0.13,5.65,640.7,28.81,none,0,7,199,12.9
2023-07-19,Khairpur,wheat,39.72,64.34,2.06,4.92,599.0,24.21,none,0,7,200,15.3
2023-07-20,Khairpur,maize,42.42,52.71,1.2,6.29,553.3,25.76,none,0,7,201,16.0
2023-07-21,Khairpur,wheat,39.33,57.72,6.45,5.09,614.0,31.17,none,0,7,202,7.5
2023-07-22,Khairpur,sugarcane,38.6,55.03,0.96,5.33,635.3,23.09,none,0,7,203,17.3
2023-07-23,Khairpur,wheat,40.31,52.46,8.77,5.83,638.7,28.62,none,0,7,204,9.8
2023-07-24,Khairpur,wheat,40.84,56.63,1.84,4.47,582.7,27.48,none,0,7,205,11.8
2023-07-25,Khairpur,maize,38.02,54.39,4.41,4.4,594.8,29.84,none,0,7,206,8.6
2023-07-26,Khairpur,wheat,38.11,59.49,2.72,5.12,649.6,28.93,none,0,7,207,11.0
2023-07-27,Khairpur,maize,41.77,58.64,2.81,4.57,652.1,29.57,none,0,7,208,9.7
2023-07-28,Khairpur,wheat,37.8,52.95,1.87,5.05,606.7,25.54,none,0,7,209,14.3
2023-07-29,Khairpur,maize,40.66,55.7,1.36,5.77,641.1,25.79,none,0,7,210,15.2
2023-07-30,Khairpur,sugarcane,40.57,51.61,14.74,5.36,595.5,28.71,none,0,7,211,6.7
2023-07-31,Khairpur,rice,38.46,64.7,1.09,4.34,647.2,27.23,none,0,7,212,12.2
2023-08-01,Khairpur,cotton,36.43,61.11,2.22,4.57,619.3,29.51,none,0,8,213,10.0
2023-08-02,Khairpur,wheat,38.79,57.21,3.34,5.32,673.9,29.51,stuck_sensor,1,8,214,10.5
2023-08-03,Khairpur,wheat,37.71,55.19,11.08,4.29,651.1,33.29,none,0,8,215,2.7
2023-08-04,Khairpur,sugarcane,35.38,49.95,0.56,5.17,631.5,30.7,none,0,8,216,10.4
2023-08-05,Khairpur,wheat,38.31,59.97,0.3,3.9,604.1,25.79,none,0,8,217,13.2
2023-08-06,Khairpur,sugarcane,36.38,61.11,4.85,4.82,693.6,30.54,none,0,8,218,8.3
2023-08-07,Khairpur,maize,39.28,61.95,0.8,5.09,655.0,27.31,none,0,8,219,13.2
2023-08-08,Khairpur,wheat,37.01,59.49,0.97,4.23,680.0,28.34,none,0,8,220,11.1
2023-08-09,Khairpur,wheat,37.18,59.1,6.57,5.0,660.7,33.25,none,0,8,221,5.4
2023-08-10,Khairpur,wheat,35.28,63.52,9.03,3.58,659.0,29.0,none,0,8,222,6.4
2023-08-11,Khairpur,wheat,37.39,64.47,2.57,4.13,607.8,27.87,none,0,8,223,10.8
2023-08-12,Khairpur,wheat,36.76,64.18,2.44,3.42,609.5,27.21,none,0,8,224,10.5
2023-08-13,Khairpur,sugarcane,34.39,53.24,0.92,4.19,675.1,29.26,none,0,8,225,10.2
2023-08-14,Khairpur,cotton,38.41,55.93,1.03,5.13,639.6,31.37,none,0,8,226,9.5
2023-08-15,Khairpur,wheat,35.05,55.98,0.42,4.49,674.2,22.31,none,0,8,227,17.1
2023-08-16,Khairpur,rice,35.14,55.65,2.04,4.53,658.2,32.55,none,0,8,228,7.3
2023-08-17,Khairpur,rice,36.41,59.58,0.5,4.5,739.6,34.5,none,0,8,229,6.1
2023-08-18,Khairpur,wheat,35.95,63.17,6.48,4.0,671.6,25.79,none,0,8,230,10.9
2023-08-19,Khairpur,wheat,35.52,63.09,3.78,4.36,668.3,35.11,none,0,8,231,4.1
2023-08-20,Khairpur,rice,36.36,57.84,3.86,4.61,648.6,33.22,none,0,8,232,6.0
2023-08-21,Khairpur,wheat,33.31,66.61,13.58,3.46,712.9,37.81,none,0,8,233,0.0
2023-08-22,Khairpur,maize,34.75,61.04,1.84,5.05,686.4,31.63,none,0,8,234,8.9
2023-08-23,Khairpur,sugarcane,35.72,60.56,2.01,3.62,693.1,25.95,none,0,8,235,12.0
2023-08-24,Khairpur,wheat,31.47,54.88,1.14,3.86,720.0,28.94,none,0,8,236,10.0
2023-08-25,Khairpur,sugarcane,36.75,66.84,10.48,4.09,698.2,28.94,missing_sensor,1,8,237,6.6
2023-08-26,Khairpur,sugarcane,34.53,60.0,3.56,4.17,690.3,30.11,none,0,8,238,8.4
2023-08-27,Khairpur,sugarcane,35.58,57.15,0.17,4.32,719.3,31.15,none,0,8,239,9.0
2023-08-28,Khairpur,rice,34.82,66.95,3.76,4.82,723.4,33.32,none,0,8,240,6.3
2023-08-29,Khairpur,wheat,33.34,61.97,2.77,4.59,675.8,26.3,none,0,8,241,12.7
2023-08-30,Khairpur,rice,35.62,59.97,8.3,4.61,681.2,28.38,none,0,8,242,8.6
2023-08-31,Khairpur,maize,31.8,58.28,4.39,3.56,664.7,28.26,none,0,8,243,8.9
2023-09-01,Khairpur,rice,32.9,52.58,3.35,3.62,712.0,26.32,none,0,9,244,11.2
2023-09-02,Khairpur,rice,35.19,62.5,1.07,4.73,748.8,33.43,none,0,9,245,7.1
2023-09-03,Khairpur,sugarcane,29.48,64.94,6.99,3.37,678.6,32.09,none,0,9,246,4.2
2023-09-04,Khairpur,rice,34.03,65.19,2.27,3.5,718.6,30.64,none,0,9,247,7.6
2023-09-05,Khairpur,wheat,31.69,67.24,4.03,2.89,717.2,33.97,none,0,9,248,3.1
2023-09-06,Khairpur,rice,31.22,69.06,2.0,3.42,680.4,32.45,none,0,9,249,5.9
2023-09-07,Khairpur,wheat,32.62,70.52,0.94,3.93,658.8,31.47,none,0,9,250,7.9
2023-09-08,Khairpur,rice,32.24,58.13,1.86,4.44,737.7,29.34,none,0,9,251,10.1
2023-09-09,Khairpur,maize,33.43,57.17,0.8,4.61,713.6,28.42,none,0,9,252,11.6
2023-09-10,Khairpur,sugarcane,27.44,64.45,1.5,3.32,714.9,26.95,none,0,9,253,11.0
2023-09-11,Khairpur,wheat,29.29,56.29,2.4,3.35,692.9,29.37,none,0,9,254,8.5
2023-09-12,Khairpur,maize,31.51,57.98,3.21,3.38,674.6,31.49,none,0,9,255,6.3
2023-09-13,Khairpur,wheat,32.24,60.29,0.2,3.06,660.9,28.8,none,0,9,256,9.5
2023-09-14,Khairpur,cotton,30.75,60.46,12.24,4.21,697.0,35.57,none,0,9,257,0.1
2023-09-15,Khairpur,wheat,30.58,64.01,10.59,3.62,677.5,29.54,none,0,9,258,5.4
2023-09-16,Khairpur,wheat,30.17,61.01,0.24,3.18,674.5,35.11,none,0,9,259,3.9
2023-09-17,Khairpur,rice,30.66,68.91,21.65,3.21,723.3,35.7,none,0,9,260,0.0
2023-09-18,Khairpur,wheat,27.41,62.66,4.38,2.76,722.9,34.9,none,0,9,261,1.9
2023-09-19,Khairpur,wheat,28.96,59.76,0.21,3.35,746.5,24.85,none,0,9,262,13.4
2023-09-20,Khairpur,rice,27.61,66.73,0.9,3.19,719.7,29.28,none,0,9,263,8.9
2023-09-21,Khairpur,maize,23.65,63.93,5.84,3.04,717.5,34.42,none,0,9,264,2.1
2023-09-22,Khairpur,maize,26.5,58.0,5.06,3.09,667.0,36.42,none,0,9,265,0.7
2023-09-23,Khairpur,wheat,26.55,60.83,5.91,2.66,658.7,42.68,none,0,9,266,0.0
2023-09-24,Khairpur,wheat,28.38,61.59,8.79,2.67,742.7,35.17,none,0,9,267,0.0
2023-09-25,Khairpur,wheat,28.98,60.81,0.53,3.33,692.5,26.99,none,0,9,268,11.3
2023-09-26,Khairpur,wheat,26.94,57.7,8.67,2.14,695.9,33.4,none,0,9,269,0.8
2023-09-27,Khairpur,maize,29.87,60.44,2.5,2.93,694.6,28.57,none,0,9,270,8.6
2023-09-28,Khairpur,wheat,28.7,61.21,5.48,3.07,679.5,31.27,none,0,9,271,5.2
2023-09-29,Khairpur,maize,26.87,72.17,9.63,2.09,720.0,38.83,none,0,9,272,0.0
2023-09-30,Khairpur,sugarcane,28.14,64.31,7.29,3.68,726.2,35.36,none,0,9,273,1.5
2023-10-01,Khairpur,cotton,28.46,65.32,1.81,2.57,700.5,30.49,none,0,10,274,6.7
2023-10-02,Khairpur,wheat,24.13,68.83,0.23,2.78,663.4,26.34,none,0,10,275,11.3
2023-10-03,Khairpur,sugarcane,27.43,64.36,4.39,2.91,671.7,29.95,none,0,10,276,6.6
2023-10-04,Khairpur,maize,23.37,63.97,1.79,2.33,651.0,25.15,none,0,10,277,11.2
2023-10-05,Khairpur,sugarcane,24.87,66.93,0.78,2.22,720.6,32.3,none,0,10,278,5.0
2023-10-06,Khairpur,sugarcane,27.37,59.59,0.37,3.13,699.9,32.17,none,0,10,279,6.5
2023-10-07,Khairpur,maize,27.33,65.71,0.14,3.15,667.2,27.15,none,0,10,280,11.1
2023-10-08,Khairpur,maize,24.98,59.56,0.22,2.97,676.8,25.74,none,0,10,281,12.1
2023-10-09,Khairpur,wheat,26.2,59.3,2.38,2.6,668.2,35.67,none,0,10,282,1.8
2023-10-10,Khairpur,maize,23.36,62.2,5.06,2.83,658.5,31.11,none,0,10,283,5.1
2023-10-11,Khairpur,maize,23.5,63.49,0.12,1.73,688.0,43.01,none,0,10,284,0.0
2023-10-12,Khairpur,maize,24.13,67.9,1.96,2.82,688.1,29.94,none,0,10,285,7.4
2023-10-13,Khairpur,sugarcane,23.56,61.69,0.08,2.38,730.3,31.49,none,0,10,286,6.2
2023-10-14,Khairpur,wheat,24.8,66.43,1.88,2.5,680.0,34.03,none,0,10,287,3.4
2023-10-15,Khairpur,maize,22.53,66.14,2.07,2.4,678.9,29.18,none,0,10,288,7.5
2023-10-16,Khairpur,rice,22.01,58.91,0.69,2.28,714.7,38.14,none,0,10,289,0.0
2023-10-17,Khairpur,rice,26.01,64.56,0.34,3.77,684.7,26.9,none,0,10,290,12.1
2023-10-18,Khairpur,cotton,24.69,65.79,2.44,1.46,666.9,32.19,none,0,10,291,3.4
2023-10-19,Khairpur,wheat,25.83,65.85,0.8,3.39,615.3,32.22,none,0,10,292,6.6
2023-10-20,Khairpur,wheat,24.54,63.58,2.09,2.71,641.3,32.12,none,0,10,293,5.3
2023-10-21,Khairpur,wheat,21.07,63.84,0.76,2.01,669.9,34.36,none,0,10,294,2.9
2023-10-22,Khairpur,sugarcane,20.62,58.86,1.36,2.57,682.0,27.8,none,0,10,295,9.3
2023-10-23,Khairpur,cotton,22.62,60.31,0.78,1.36,662.0,32.1,none,0,10,296,4.1
2023-10-24,Khairpur,maize,22.41,70.65,3.04,1.91,680.4,35.24,none,0,10,297,1.0
2023-10-25,Khairpur,maize,23.35,66.47,1.73,1.77,679.3,33.6,none,0,10,298,2.9
2023-10-26,Khairpur,sugarcane,20.64,64.23,1.88,1.18,668.4,33.14,none,0,10,299,2.4
2023-10-27,Khairpur,sugarcane,24.08,65.44,0.25,2.5,685.8,38.12,none,0,10,300,0.3
2023-10-28,Khairpur,wheat,21.76,62.31,1.42,2.19,695.5,34.82,none,0,10,301,2.4
2023-10-29,Khairpur,cotton,18.78,68.37,2.03,1.79,668.8,29.39,none,0,10,302,6.6
2023-10-30,Khairpur,maize,20.36,59.15,1.67,2.64,655.2,31.72,none,0,10,303,5.7
2023-10-31,Khairpur,cotton,19.32,64.06,1.28,1.72,636.0,33.06,none,0,10,304,3.5
2023-11-01,Khairpur,rice,23.18,59.62,0.0,1.88,669.1,33.35,none,0,11,305,3.9
2023-11-02,Khairpur,maize,19.34,61.3,2.03,1.5,703.6,34.54,none,0,11,306,1.5
2023-11-03,Khairpur,wheat,23.92,59.03,2.99,2.18,714.9,36.7,none,0,11,307,0.1
2023-11-04,Khairpur,sugarcane,21.87,70.13,8.02,1.65,652.4,35.53,none,0,11,308,0.0
2023-11-05,Khairpur,sugarcane,20.1,69.11,0.04,0.99,601.1,32.08,none,0,11,309,3.9
